sesgo_abs,percived_distance,target_distance,subject,condition,target_distance_lin,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_sd,rel_bias_sem,rel_bias_var,rel_bias_n,rel_bias,abs_bias
0.027777777777777804,0.5440680443502757,0.5563025007672873,S019,Floor level,3.6,0.5,0.22360679774997896,0.25,5,3.5,0.1388888888888889,0.062112999374994156,0.019290123456790122,5,-0.027777777777777804,0.027777777777777804
0.7291666666666667,0.11394335230683679,0.6812412373755872,S001,Ear level,4.8,0.09999999999999998,0.04472135954999578,0.009999999999999995,5,1.3,0.020833333333333315,0.009316949906249115,4.34027777777777e-4,5,-0.7291666666666667,0.7291666666666667
0.4583333333333333,0.414973347970818,0.6812412373755872,S002,Ear level,4.8,0.22360679774997896,0.09999999999999999,0.05,5,2.6,0.0465847495312456,0.020833333333333322,0.0021701388888888873,5,-0.4583333333333333,0.4583333333333333
0.5708333333333333,0.31386722036915343,0.6812412373755872,S003,Ear level,4.8,0.5639148871948674,0.2521904042583698,0.318,5,2.06,0.11748226816559737,0.052539667553827045,0.013802083333333335,5,-0.5708333333333333,0.5708333333333333
0.35416666666666663,0.4913616938342727,0.6812412373755872,S004,Ear level,4.8,0.4183300132670378,0.18708286933869706,0.175,5,3.1,0.08715208609729953,0.03897559777889522,0.00759548611111111,5,-0.35416666666666663,0.35416666666666663
0.7458333333333333,0.08635983067474821,0.6812412373755872,S005,Ear level,4.8,0.17888543819998318,0.08,0.032,5,1.22,0.03726779962499648,0.01666666666666666,0.001388888888888888,5,-0.7458333333333333,0.7458333333333333
0.475,0.4014005407815441,0.6812412373755872,S006,Ear level,4.8,0.3563705936241092,0.15937377450509227,0.127,5,2.52,0.07424387367168944,0.0332028696885609,0.00551215277777778,5,-0.475,0.475
0.4791666666666667,0.3979400086720376,0.6812412373755872,S007,Ear level,4.8,1,0.44721359549995793,1,5,2.5,0.20833333333333337,0.09316949906249125,0.04340277777777779,5,-0.4791666666666667,0.4791666666666667
0.04166666666666663,0.6627578316815741,0.6812412373755872,S008,Ear level,4.8,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.11410886614690961,0.05103103630798288,0.013020833333333334,5,-0.04166666666666663,0.04166666666666663
0.12499999999999996,0.6232492903979004,0.6812412373755872,S009,Ear level,4.8,0.44721359549995793,0.19999999999999998,0.2,5,4.2,0.09316949906249124,0.041666666666666664,0.008680555555555556,5,-0.12499999999999996,0.12499999999999996
0.7083333333333334,0.146128035678238,0.6812412373755872,S010,Ear level,4.8,0.4183300132670378,0.18708286933869706,0.175,5,1.4,0.0871520860972995,0.038975597778895206,0.007595486111111106,5,-0.7083333333333334,0.7083333333333334
0.5958333333333333,0.287801729930226,0.6812412373755872,S012,Ear level,4.8,0.260768096208106,0.11661903789690602,0.06800000000000002,5,1.94,0.054326686710022075,0.02429563289518875,0.0029513888888888892,5,-0.5958333333333333,0.5958333333333333
0.5833333333333334,0.3010299956639812,0.6812412373755872,S013,Ear level,4.8,0,0,0,5,2,0,0,0,5,-0.5833333333333334,0.5833333333333334
0.6666666666666666,0.2041199826559248,0.6812412373755872,S014,Ear level,4.8,0.5477225575051661,0.24494897427831777,0.3,5,1.6,0.11410886614690956,0.05103103630798285,0.013020833333333324,5,-0.6666666666666666,0.6666666666666666
0.7708333333333333,0.04139268515822508,0.6812412373755872,S015,Ear level,4.8,0.22360679774997896,0.09999999999999999,0.05,5,1.1,0.0465847495312456,0.020833333333333322,0.0021701388888888873,5,-0.7708333333333333,0.7708333333333333
0.6958333333333333,0.1643528557844371,0.6812412373755872,S016,Ear level,4.8,0.25099800796022265,0.11224972160321822,0.063,5,1.46,0.05229125165837976,0.02338535866733715,0.0027343750000000037,5,-0.6958333333333333,0.6958333333333333
0.6875,0.17609125905568124,0.6812412373755872,S017,Ear level,4.8,0,0,0,5,1.5,0,0,0,5,-0.6875,0.6875
0.12499999999999997,0.6232492903979004,0.6812412373755872,S019,Ear level,4.8,0.570087712549569,0.25495097567963926,0.325,5,4.2,0.11876827344782688,0.05311478659992484,0.01410590277777778,5,-0.12499999999999997,0.12499999999999997
0.7875,0.00860017176191757,0.6812412373755872,S001,Floor level,4.8,0.08366600265340758,0.037416573867739424,0.007000000000000005,5,1.02,0.01743041721945994,0.007795119555779059,3.0381944444444553e-4,5,-0.7875,0.7875
0.6041666666666667,0.2787536009528289,0.6812412373755872,S002,Floor level,4.8,0.22360679774997896,0.09999999999999999,0.05,5,1.9,0.0465847495312456,0.020833333333333322,0.0021701388888888873,5,-0.6041666666666667,0.6041666666666667
0.5583333333333333,0.32633586092875144,0.6812412373755872,S003,Floor level,4.8,0.5019960159204453,0.22449944320643644,0.252,5,2.12,0.10458250331675945,0.046770717334674264,0.010937500000000001,5,-0.5583333333333333,0.5583333333333333
0.41666666666666663,0.4471580313422192,0.6812412373755872,S004,Floor level,4.8,0.27386127875258304,0.12247448713915889,0.075,5,2.8,0.05705443307345478,0.025515518153991425,0.003255208333333331,5,-0.41666666666666663,0.41666666666666663
0.7458333333333333,0.08635983067474821,0.6812412373755872,S005,Floor level,4.8,0.17888543819998318,0.08,0.032,5,1.22,0.03726779962499648,0.01666666666666666,0.001388888888888888,5,-0.7458333333333333,0.7458333333333333
0.5625,0.3222192947339193,0.6812412373755872,S006,Floor level,4.8,0.22360679774997896,0.09999999999999999,0.05,5,2.1,0.04658474953124565,0.02083333333333335,0.002170138888888892,5,-0.5625,0.5625
0.16666666666666663,0.6020599913279624,0.6812412373755872,S007,Floor level,4.8,0.3535533905932738,0.15811388300841897,0.125,5,4,0.0736569563735987,0.03294039229342062,0.005425347222222223,5,-0.16666666666666663,0.16666666666666663
0.4166666666666667,0.4471580313422192,0.6812412373755872,S008,Floor level,4.8,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.09316949906249125,0.04166666666666667,0.00868055555555556,5,-0.4166666666666667,0.4166666666666667
0.24999999999999997,0.5563025007672873,0.6812412373755872,S009,Floor level,4.8,0.5477225575051661,0.24494897427831777,0.3,5,3.6,0.11410886614690963,0.051031036307982884,0.013020833333333337,5,-0.24999999999999997,0.24999999999999997
0.7708333333333334,0.04139268515822508,0.6812412373755872,S010,Floor level,4.8,0.5477225575051661,0.24494897427831777,0.3,5,1.1,0.1141088661469096,0.05103103630798287,0.01302083333333333,5,-0.7708333333333334,0.7708333333333334
0.5,0.38021124171160603,0.6812412373755872,S012,Floor level,4.8,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.11410886614690963,0.051031036307982884,0.013020833333333337,5,-0.5,0.5
0.6041666666666667,0.2787536009528289,0.6812412373755872,S013,Floor level,4.8,0.22360679774997896,0.09999999999999999,0.05,5,1.9,0.0465847495312456,0.020833333333333322,0.0021701388888888873,5,-0.6041666666666667,0.6041666666666667
0.4583333333333333,0.414973347970818,0.6812412373755872,S014,Floor level,4.8,0.4183300132670378,0.18708286933869706,0.175,5,2.6,0.08715208609729955,0.03897559777889523,0.007595486111111113,5,-0.4583333333333333,0.4583333333333333
0.625,0.25527250510330607,0.6812412373755872,S015,Floor level,4.8,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.0931694990624912,0.041666666666666644,0.008680555555555549,5,-0.625,0.625
0.7416666666666667,0.09342168516223506,0.6812412373755872,S016,Floor level,4.8,0.433589667773576,0.19390719429665315,0.188,5,1.24,0.09033118078616163,0.04039733214513606,0.008159722222222216,5,-0.7416666666666667,0.7416666666666667
0.6666666666666666,0.2041199826559248,0.6812412373755872,S017,Floor level,4.8,0.264575131106459,0.1183215956619923,0.06999999999999999,5,1.6,0.05511981898051232,0.02465033242958174,0.003038194444444446,5,-0.6666666666666666,0.6666666666666666
3.885916111459609e-17,0.6812412373755872,0.6812412373755872,S019,Floor level,4.8,0.44721359549995793,0.19999999999999998,0.2,5,4.8,0.09316949906249124,0.041666666666666664,0.008680555555555556,5,3.885916111459609e-17,3.885916111459609e-17
0.7383333333333334,0.19589965240923377,0.7781512503836436,S001,Ear level,6,0.08366600265340754,0.0374165738677394,0.006999999999999998,5,1.57,0.01394433377556792,0.006236095644623233,1.9444444444444427e-4,5,-0.7383333333333334,0.7383333333333334
0.5,0.47712125471966244,0.7781512503836436,S002,Ear level,6,0.3535533905932738,0.15811388300841897,0.125,5,3,0.05892556509887897,0.026352313834736497,0.003472222222222223,5,-0.5,0.5
0.5333333333333333,0.4471580313422192,0.7781512503836436,S003,Ear level,6,0.27386127875258304,0.12247448713915889,0.075,5,2.8,0.04564354645876386,0.02041241452319316,0.002083333333333335,5,-0.5333333333333333,0.5333333333333333
0.45,0.5185139398778874,0.7781512503836436,S004,Ear level,6,0.27386127875258304,0.12247448713915889,0.075,5,3.3,0.04564354645876383,0.020412414523193145,0.0020833333333333324,5,-0.45,0.45
0.7799999999999999,0.12057393120584989,0.7781512503836436,S005,Ear level,6,0.16431676725154987,0.07348469228349536,0.027000000000000007,5,1.32,0.02738612787525827,0.012247448713915874,7.49999999999998e-4,5,-0.7799999999999999,0.7799999999999999
0.5766666666666667,0.40483371661993806,0.7781512503836436,S006,Ear level,6,0.4159326868617084,0.18601075237738274,0.17300000000000001,5,2.54,0.06932211447695139,0.031001792062897115,0.004805555555555553,5,-0.5766666666666667,0.5766666666666667
0.5166666666666666,0.4623979978989561,0.7781512503836436,S007,Ear level,6,0.5477225575051661,0.24494897427831777,0.3,5,2.9,0.09128709291752767,0.04082482904638629,0.00833333333333333,5,-0.5166666666666666,0.5166666666666666
0.06666666666666667,0.7481880270062004,0.7781512503836436,S008,Ear level,6,0.5477225575051661,0.24494897427831777,0.3,5,5.6,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,-0.06666666666666667,0.06666666666666667
0.43333333333333335,0.5314789170422551,0.7781512503836436,S009,Ear level,6,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,-0.43333333333333335,0.43333333333333335
0.7,0.25527250510330607,0.7781512503836436,S010,Ear level,6,0.44721359549995793,0.19999999999999998,0.2,5,1.8,0.07453559924999302,0.03333333333333335,0.00555555555555556,5,-0.7,0.7
0.5933333333333334,0.3873898263387294,0.7781512503836436,S012,Ear level,6,0.3781534080237807,0.1691153452528776,0.143,5,2.44,0.06302556800396344,0.028185890875479597,0.00397222222222222,5,-0.5933333333333334,0.5933333333333334
0.6,0.38021124171160603,0.7781512503836436,S013,Ear level,6,0.5477225575051661,0.24494897427831777,0.3,5,2.4,0.09128709291752767,0.04082482904638629,0.00833333333333333,5,-0.6,0.6
0.5666666666666667,0.414973347970818,0.7781512503836436,S014,Ear level,6,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.09128709291752767,0.04082482904638629,0.00833333333333333,5,-0.5666666666666667,0.5666666666666667
0.65,0.3222192947339193,0.7781512503836436,S015,Ear level,6,0.22360679774997896,0.09999999999999999,0.05,5,2.1,0.03726779962499646,0.016666666666666653,0.0013888888888888863,5,-0.65,0.65
0.6933333333333334,0.2648178230095365,0.7781512503836436,S016,Ear level,6,0.23021728866442678,0.10295630140987001,0.053000000000000005,5,1.84,0.03836954811073781,0.017159383568311672,0.0014722222222222237,5,-0.6933333333333334,0.6933333333333334
0.6866666666666666,0.27415784926367986,0.7781512503836436,S017,Ear level,6,0.2774887385102322,0.12409673645990858,0.07700000000000003,5,1.8800000000000001,0.046248123085038714,0.02068278940998477,0.0021388888888888907,5,-0.6866666666666666,0.6866666666666666
0.11666666666666665,0.724275869600789,0.7781512503836436,S019,Ear level,6,0.44721359549995793,0.19999999999999998,0.2,5,5.3,0.07453559924999298,0.033333333333333326,0.005555555555555555,5,-0.11666666666666665,0.11666666666666665
0.7666666666666667,0.14612803567823807,0.7781512503836436,S001,Floor level,6,0.14142135623730953,0.0632455532033676,0.020000000000000004,5,1.4000000000000001,0.02357022603955156,0.010540925533894586,5.555555555555544e-4,5,-0.7666666666666667,0.7666666666666667
0.65,0.3222192947339193,0.7781512503836436,S002,Floor level,6,0.4183300132670378,0.18708286933869706,0.175,5,2.1,0.06972166887783961,0.031180478223116165,0.004861111111111108,5,-0.65,0.65
0.52,0.45939248775923086,0.7781512503836436,S003,Floor level,6,0.3834057902536162,0.17146428199482242,0.14699999999999996,5,2.88,0.06390096504226939,0.028577380332470412,0.004083333333333335,5,-0.52,0.52
0.5,0.47712125471966244,0.7781512503836436,S004,Floor level,6,0,0,0,5,3,0,0,0,5,-0.5,0.5
0.7866666666666666,0.10720996964786837,0.7781512503836436,S005,Floor level,6,0.216794833886788,0.09695359714832658,0.047,5,1.28,0.03613247231446466,0.016158932858054427,0.0013055555555555555,5,-0.7866666666666666,0.7866666666666666
0.73,0.20951501454263097,0.7781512503836436,S006,Floor level,6,0.37013511046643505,0.1655294535724685,0.13700000000000007,5,1.62,0.06168918507773915,0.027588242262078077,0.0038055555555555546,5,-0.73,0.73
0.48333333333333334,0.4913616938342727,0.7781512503836436,S007,Floor level,6,0.5477225575051661,0.24494897427831777,0.3,5,3.1,0.0912870929175277,0.04082482904638631,0.008333333333333337,5,-0.48333333333333334,0.48333333333333334
0.43333333333333335,0.5314789170422551,0.7781512503836436,S008,Floor level,6,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,-0.43333333333333335,0.43333333333333335
0.5333333333333333,0.4471580313422192,0.7781512503836436,S009,Floor level,6,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.07453559924999298,0.033333333333333326,0.005555555555555553,5,-0.5333333333333333,0.5333333333333333
0.65,0.3222192947339193,0.7781512503836436,S010,Floor level,6,0.22360679774997896,0.09999999999999999,0.05,5,2.1,0.03726779962499646,0.016666666666666653,0.0013888888888888863,5,-0.65,0.65
0.5433333333333333,0.437750562820388,0.7781512503836436,S012,Floor level,6,0.25099800796022265,0.11224972160321822,0.063,5,2.74,0.04183300132670379,0.018708286933869712,0.0017500000000000013,5,-0.5433333333333333,0.5433333333333333
0.5333333333333333,0.4471580313422192,0.7781512503836436,S013,Floor level,6,0.44721359549995793,0.19999999999999998,0.2,5,2.8,0.07453559924999298,0.033333333333333326,0.005555555555555553,5,-0.5333333333333333,0.5333333333333333
0.5666666666666667,0.414973347970818,0.7781512503836436,S014,Floor level,6,0.5477225575051661,0.24494897427831777,0.3,5,2.6,0.09128709291752767,0.04082482904638629,0.00833333333333333,5,-0.5666666666666667,0.5666666666666667
0.6,0.38021124171160603,0.7781512503836436,S015,Floor level,6,0.4183300132670378,0.18708286933869706,0.175,5,2.4,0.06972166887783961,0.031180478223116165,0.004861111111111108,5,-0.6,0.6
0.7066666666666667,0.24551266781414982,0.7781512503836436,S016,Floor level,6,0.5594640292279746,0.25019992006393604,0.313,5,1.76,0.0932440048713291,0.04169998667732268,0.008694444444444446,5,-0.7066666666666667,0.7066666666666667
0.6666666666666666,0.3010299956639812,0.7781512503836436,S017,Floor level,6,0.3535533905932738,0.15811388300841897,0.125,5,2,0.058925565098878946,0.026352313834736487,0.0034722222222222207,5,-0.6666666666666666,0.6666666666666666
0.09999999999999999,0.7323937598229685,0.7781512503836436,S019,Floor level,6,0.5477225575051661,0.24494897427831777,0.3,5,5.4,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,-0.09999999999999999,0.09999999999999999
